# SDSS Spec efficiency for SIM = G10smear 
#
# EFF(r)  = 1               (r < 20.3456) 
# EFF(r)  = 1/[ 1 + (r-20.3456)]**0.930191  (r > 20.3456) 
# EFF(g-r)= Gauss[ (g - r + -0.0422527), sig=-0.339447 ] 
# SPECEFF = EFF(r) x EFF(g-r) 
#

NVAR: 2
VARNAMES:  REDSHIFT  SPECEFF  # ensure 100% eff at low redshift 
SPECEFF:  0.00  1.000 
SPECEFF:  0.10  1.000 


NVAR: 3
VARNAMES:    g-r    r    SPECEFF
SPECEFF:   -0.23  17.75   1.0000           
SPECEFF:   -0.23  17.85   1.0000           
SPECEFF:   -0.23  17.95   1.0000           
SPECEFF:   -0.23  18.05   1.0000           
SPECEFF:   -0.23  18.15   1.0000           
SPECEFF:   -0.23  18.25   1.0000           
SPECEFF:   -0.23  18.35   1.0000           
SPECEFF:   -0.23  18.45   1.0000           
SPECEFF:   -0.23  18.55   1.0000           
SPECEFF:   -0.23  18.65   1.0000           
SPECEFF:   -0.23  18.75   1.0000           
SPECEFF:   -0.23  18.85   1.0000           
SPECEFF:   -0.23  18.95   1.0000           
SPECEFF:   -0.23  19.05   1.0000           
SPECEFF:   -0.23  19.15   1.0000           
SPECEFF:   -0.23  19.25   1.0000           
SPECEFF:   -0.23  19.35   1.0000           
SPECEFF:   -0.23  19.45   1.0000           
SPECEFF:   -0.23  19.55   1.0000           
SPECEFF:   -0.23  19.65   1.0000           
SPECEFF:   -0.23  19.75   1.0000           
SPECEFF:   -0.23  19.85   1.0000           
SPECEFF:   -0.23  19.95   1.0000           
SPECEFF:   -0.23  20.05   1.0000           
SPECEFF:   -0.23  20.15   1.0000           
SPECEFF:   -0.23  20.25   1.0000           
SPECEFF:   -0.23  20.35   0.9959           
SPECEFF:   -0.23  20.45   0.9118           
SPECEFF:   -0.23  20.55   0.8411           
SPECEFF:   -0.23  20.65   0.7810           
SPECEFF:   -0.23  20.75   0.7291           
SPECEFF:   -0.23  20.85   0.6839           
SPECEFF:   -0.23  20.95   0.6442           
SPECEFF:   -0.23  21.05   0.6090           
SPECEFF:   -0.23  21.15   0.5775           
SPECEFF:   -0.23  21.25   0.5493           
SPECEFF:   -0.23  21.35   0.5237           
SPECEFF:   -0.23  21.45   0.5005           
SPECEFF:   -0.23  21.55   0.4794           
SPECEFF:   -0.23  21.65   0.4600           
SPECEFF:   -0.23  21.75   0.4422           
SPECEFF:   -0.23  21.85   0.4257           
SPECEFF:   -0.23  21.95   0.4105           
SPECEFF:   -0.23  22.05   0.3964           
SPECEFF:   -0.23  22.15   0.3832           
SPECEFF:   -0.23  22.25   0.3709           
SPECEFF:   -0.23  22.35   0.3594           
SPECEFF:   -0.23  22.45   0.3486           
SPECEFF:   -0.23  22.55   0.3385           
SPECEFF:   -0.23  22.65   0.3290           
SPECEFF:   -0.23  22.75   0.3200           
SPECEFF:   -0.23  22.85   0.3115           
SPECEFF:   -0.23  22.95   0.3034           
SPECEFF:   -0.23  23.05   0.2958           
SPECEFF:   -0.23  23.15   0.2886           
SPECEFF:   -0.23  23.25   0.2817           
SPECEFF:   -0.23  23.35   0.2751           
SPECEFF:   -0.23  23.45   0.2689           
SPECEFF:   -0.23  23.55   0.2629           
SPECEFF:   -0.23  23.65   0.2572           
SPECEFF:   -0.23  23.75   0.2518           
SPECEFF:   -0.23  23.85   0.2466           
SPECEFF:   -0.23  23.95   0.2416           
SPECEFF:   -0.23  24.05   0.2368           
SPECEFF:   -0.23  24.15   0.2322           
SPECEFF:   -0.23  24.25   0.2278           
SPECEFF:   -0.23  24.35   0.2236           
SPECEFF:   -0.23  24.45   0.2195           
SPECEFF:   -0.23  24.55   0.2156           
SPECEFF:   -0.23  24.65   0.2118           
SPECEFF:   -0.23  24.75   0.2082           
SPECEFF:   -0.23  24.85   0.2046           
SPECEFF:   -0.23  24.95   0.2012           
SPECEFF:   -0.18  15.05   1.0000           
SPECEFF:   -0.18  15.15   1.0000           
SPECEFF:   -0.18  15.25   1.0000           
SPECEFF:   -0.18  15.35   1.0000           
SPECEFF:   -0.18  15.45   1.0000           
SPECEFF:   -0.18  15.55   1.0000           
SPECEFF:   -0.18  15.65   1.0000           
SPECEFF:   -0.18  15.75   1.0000           
SPECEFF:   -0.18  15.85   1.0000           
SPECEFF:   -0.18  15.95   1.0000           
SPECEFF:   -0.18  16.05   1.0000           
SPECEFF:   -0.18  16.15   1.0000           
SPECEFF:   -0.18  16.25   1.0000           
SPECEFF:   -0.18  16.35   1.0000           
SPECEFF:   -0.18  16.45   1.0000           
SPECEFF:   -0.18  16.55   1.0000           
SPECEFF:   -0.18  16.65   1.0000           
SPECEFF:   -0.18  16.75   1.0000           
SPECEFF:   -0.18  16.85   1.0000           
SPECEFF:   -0.18  16.95   1.0000           
SPECEFF:   -0.18  17.05   1.0000           
SPECEFF:   -0.18  17.15   1.0000           
SPECEFF:   -0.18  17.25   1.0000           
SPECEFF:   -0.18  17.35   1.0000           
SPECEFF:   -0.18  17.45   1.0000           
SPECEFF:   -0.18  17.55   1.0000           
SPECEFF:   -0.18  17.65   1.0000           
SPECEFF:   -0.18  17.75   1.0000           
SPECEFF:   -0.18  17.85   1.0000           
SPECEFF:   -0.18  17.95   1.0000           
SPECEFF:   -0.18  18.05   1.0000           
SPECEFF:   -0.18  18.15   1.0000           
SPECEFF:   -0.18  18.25   1.0000           
SPECEFF:   -0.18  18.35   1.0000           
SPECEFF:   -0.18  18.45   1.0000           
SPECEFF:   -0.18  18.55   1.0000           
SPECEFF:   -0.18  18.65   1.0000           
SPECEFF:   -0.18  18.75   1.0000           
SPECEFF:   -0.18  18.85   1.0000           
SPECEFF:   -0.18  18.95   1.0000           
SPECEFF:   -0.18  19.05   1.0000           
SPECEFF:   -0.18  19.15   1.0000           
SPECEFF:   -0.18  19.25   1.0000           
SPECEFF:   -0.18  19.35   1.0000           
SPECEFF:   -0.18  19.45   1.0000           
SPECEFF:   -0.18  19.55   1.0000           
SPECEFF:   -0.18  19.65   1.0000           
SPECEFF:   -0.18  19.75   1.0000           
SPECEFF:   -0.18  19.85   1.0000           
SPECEFF:   -0.18  19.95   1.0000           
SPECEFF:   -0.18  20.05   1.0000           
SPECEFF:   -0.18  20.15   1.0000           
SPECEFF:   -0.18  20.25   1.0000           
SPECEFF:   -0.18  20.35   0.9959           
SPECEFF:   -0.18  20.45   0.9118           
SPECEFF:   -0.18  20.55   0.8411           
SPECEFF:   -0.18  20.65   0.7810           
SPECEFF:   -0.18  20.75   0.7291           
SPECEFF:   -0.18  20.85   0.6839           
SPECEFF:   -0.18  20.95   0.6442           
SPECEFF:   -0.18  21.05   0.6090           
SPECEFF:   -0.18  21.15   0.5775           
SPECEFF:   -0.18  21.25   0.5493           
SPECEFF:   -0.18  21.35   0.5237           
SPECEFF:   -0.18  21.45   0.5005           
SPECEFF:   -0.18  21.55   0.4794           
SPECEFF:   -0.18  21.65   0.4600           
SPECEFF:   -0.18  21.75   0.4422           
SPECEFF:   -0.18  21.85   0.4257           
SPECEFF:   -0.18  21.95   0.4105           
SPECEFF:   -0.18  22.05   0.3964           
SPECEFF:   -0.18  22.15   0.3832           
SPECEFF:   -0.18  22.25   0.3709           
SPECEFF:   -0.18  22.35   0.3594           
SPECEFF:   -0.18  22.45   0.3486           
SPECEFF:   -0.18  22.55   0.3385           
SPECEFF:   -0.18  22.65   0.3290           
SPECEFF:   -0.18  22.75   0.3200           
SPECEFF:   -0.18  22.85   0.3115           
SPECEFF:   -0.18  22.95   0.3034           
SPECEFF:   -0.18  23.05   0.2958           
SPECEFF:   -0.18  23.15   0.2886           
SPECEFF:   -0.18  23.25   0.2817           
SPECEFF:   -0.18  23.35   0.2751           
SPECEFF:   -0.18  23.45   0.2689           
SPECEFF:   -0.18  23.55   0.2629           
SPECEFF:   -0.18  23.65   0.2572           
SPECEFF:   -0.18  23.75   0.2518           
SPECEFF:   -0.18  23.85   0.2466           
SPECEFF:   -0.18  23.95   0.2416           
SPECEFF:   -0.18  24.05   0.2368           
SPECEFF:   -0.18  24.15   0.2322           
SPECEFF:   -0.18  24.25   0.2278           
SPECEFF:   -0.18  24.35   0.2236           
SPECEFF:   -0.18  24.45   0.2195           
SPECEFF:   -0.18  24.55   0.2156           
SPECEFF:   -0.18  24.65   0.2118           
SPECEFF:   -0.18  24.75   0.2082           
SPECEFF:   -0.18  24.85   0.2046           
SPECEFF:   -0.18  24.95   0.2012           
SPECEFF:   -0.13  15.05   1.0000           
SPECEFF:   -0.13  15.15   1.0000           
SPECEFF:   -0.13  15.25   1.0000           
SPECEFF:   -0.13  15.35   1.0000           
SPECEFF:   -0.13  15.45   1.0000           
SPECEFF:   -0.13  15.55   1.0000           
SPECEFF:   -0.13  15.65   1.0000           
SPECEFF:   -0.13  15.75   1.0000           
SPECEFF:   -0.13  15.85   1.0000           
SPECEFF:   -0.13  15.95   1.0000           
SPECEFF:   -0.13  16.05   1.0000           
SPECEFF:   -0.13  16.15   1.0000           
SPECEFF:   -0.13  16.25   1.0000           
SPECEFF:   -0.13  16.35   1.0000           
SPECEFF:   -0.13  16.45   1.0000           
SPECEFF:   -0.13  16.55   1.0000           
SPECEFF:   -0.13  16.65   1.0000           
SPECEFF:   -0.13  16.75   1.0000           
SPECEFF:   -0.13  16.85   1.0000           
SPECEFF:   -0.13  16.95   1.0000           
SPECEFF:   -0.13  17.05   1.0000           
SPECEFF:   -0.13  17.15   1.0000           
SPECEFF:   -0.13  17.25   1.0000           
SPECEFF:   -0.13  17.35   1.0000           
SPECEFF:   -0.13  17.45   1.0000           
SPECEFF:   -0.13  17.55   1.0000           
SPECEFF:   -0.13  17.65   1.0000           
SPECEFF:   -0.13  17.75   1.0000           
SPECEFF:   -0.13  17.85   1.0000           
SPECEFF:   -0.13  17.95   1.0000           
SPECEFF:   -0.13  18.05   1.0000           
SPECEFF:   -0.13  18.15   1.0000           
SPECEFF:   -0.13  18.25   1.0000           
SPECEFF:   -0.13  18.35   1.0000           
SPECEFF:   -0.13  18.45   1.0000           
SPECEFF:   -0.13  18.55   1.0000           
SPECEFF:   -0.13  18.65   1.0000           
SPECEFF:   -0.13  18.75   1.0000           
SPECEFF:   -0.13  18.85   1.0000           
SPECEFF:   -0.13  18.95   1.0000           
SPECEFF:   -0.13  19.05   1.0000           
SPECEFF:   -0.13  19.15   1.0000           
SPECEFF:   -0.13  19.25   1.0000           
SPECEFF:   -0.13  19.35   1.0000           
SPECEFF:   -0.13  19.45   1.0000           
SPECEFF:   -0.13  19.55   1.0000           
SPECEFF:   -0.13  19.65   1.0000           
SPECEFF:   -0.13  19.75   1.0000           
SPECEFF:   -0.13  19.85   1.0000           
SPECEFF:   -0.13  19.95   1.0000           
SPECEFF:   -0.13  20.05   1.0000           
SPECEFF:   -0.13  20.15   1.0000           
SPECEFF:   -0.13  20.25   1.0000           
SPECEFF:   -0.13  20.35   0.9959           
SPECEFF:   -0.13  20.45   0.9118           
SPECEFF:   -0.13  20.55   0.8411           
SPECEFF:   -0.13  20.65   0.7810           
SPECEFF:   -0.13  20.75   0.7291           
SPECEFF:   -0.13  20.85   0.6839           
SPECEFF:   -0.13  20.95   0.6442           
SPECEFF:   -0.13  21.05   0.6090           
SPECEFF:   -0.13  21.15   0.5775           
SPECEFF:   -0.13  21.25   0.5493           
SPECEFF:   -0.13  21.35   0.5237           
SPECEFF:   -0.13  21.45   0.5005           
SPECEFF:   -0.13  21.55   0.4794           
SPECEFF:   -0.13  21.65   0.4600           
SPECEFF:   -0.13  21.75   0.4422           
SPECEFF:   -0.13  21.85   0.4257           
SPECEFF:   -0.13  21.95   0.4105           
SPECEFF:   -0.13  22.05   0.3964           
SPECEFF:   -0.13  22.15   0.3832           
SPECEFF:   -0.13  22.25   0.3709           
SPECEFF:   -0.13  22.35   0.3594           
SPECEFF:   -0.13  22.45   0.3486           
SPECEFF:   -0.13  22.55   0.3385           
SPECEFF:   -0.13  22.65   0.3290           
SPECEFF:   -0.13  22.75   0.3200           
SPECEFF:   -0.13  22.85   0.3115           
SPECEFF:   -0.13  22.95   0.3034           
SPECEFF:   -0.13  23.05   0.2958           
SPECEFF:   -0.13  23.15   0.2886           
SPECEFF:   -0.13  23.25   0.2817           
SPECEFF:   -0.13  23.35   0.2751           
SPECEFF:   -0.13  23.45   0.2689           
SPECEFF:   -0.13  23.55   0.2629           
SPECEFF:   -0.13  23.65   0.2572           
SPECEFF:   -0.13  23.75   0.2518           
SPECEFF:   -0.13  23.85   0.2466           
SPECEFF:   -0.13  23.95   0.2416           
SPECEFF:   -0.13  24.05   0.2368           
SPECEFF:   -0.13  24.15   0.2322           
SPECEFF:   -0.13  24.25   0.2278           
SPECEFF:   -0.13  24.35   0.2236           
SPECEFF:   -0.13  24.45   0.2195           
SPECEFF:   -0.13  24.55   0.2156           
SPECEFF:   -0.13  24.65   0.2118           
SPECEFF:   -0.13  24.75   0.2082           
SPECEFF:   -0.13  24.85   0.2046           
SPECEFF:   -0.13  24.95   0.2012           
SPECEFF:   -0.08  15.05   1.0000           
SPECEFF:   -0.08  15.15   1.0000           
SPECEFF:   -0.08  15.25   1.0000           
SPECEFF:   -0.08  15.35   1.0000           
SPECEFF:   -0.08  15.45   1.0000           
SPECEFF:   -0.08  15.55   1.0000           
SPECEFF:   -0.08  15.65   1.0000           
SPECEFF:   -0.08  15.75   1.0000           
SPECEFF:   -0.08  15.85   1.0000           
SPECEFF:   -0.08  15.95   1.0000           
SPECEFF:   -0.08  16.05   1.0000           
SPECEFF:   -0.08  16.15   1.0000           
SPECEFF:   -0.08  16.25   1.0000           
SPECEFF:   -0.08  16.35   1.0000           
SPECEFF:   -0.08  16.45   1.0000           
SPECEFF:   -0.08  16.55   1.0000           
SPECEFF:   -0.08  16.65   1.0000           
SPECEFF:   -0.08  16.75   1.0000           
SPECEFF:   -0.08  16.85   1.0000           
SPECEFF:   -0.08  16.95   1.0000           
SPECEFF:   -0.08  17.05   1.0000           
SPECEFF:   -0.08  17.15   1.0000           
SPECEFF:   -0.08  17.25   1.0000           
SPECEFF:   -0.08  17.35   1.0000           
SPECEFF:   -0.08  17.45   1.0000           
SPECEFF:   -0.08  17.55   1.0000           
SPECEFF:   -0.08  17.65   1.0000           
SPECEFF:   -0.08  17.75   1.0000           
SPECEFF:   -0.08  17.85   1.0000           
SPECEFF:   -0.08  17.95   1.0000           
SPECEFF:   -0.08  18.05   1.0000           
SPECEFF:   -0.08  18.15   1.0000           
SPECEFF:   -0.08  18.25   1.0000           
SPECEFF:   -0.08  18.35   1.0000           
SPECEFF:   -0.08  18.45   1.0000           
SPECEFF:   -0.08  18.55   1.0000           
SPECEFF:   -0.08  18.65   1.0000           
SPECEFF:   -0.08  18.75   1.0000           
SPECEFF:   -0.08  18.85   1.0000           
SPECEFF:   -0.08  18.95   1.0000           
SPECEFF:   -0.08  19.05   1.0000           
SPECEFF:   -0.08  19.15   1.0000           
SPECEFF:   -0.08  19.25   1.0000           
SPECEFF:   -0.08  19.35   1.0000           
SPECEFF:   -0.08  19.45   1.0000           
SPECEFF:   -0.08  19.55   1.0000           
SPECEFF:   -0.08  19.65   1.0000           
SPECEFF:   -0.08  19.75   1.0000           
SPECEFF:   -0.08  19.85   1.0000           
SPECEFF:   -0.08  19.95   1.0000           
SPECEFF:   -0.08  20.05   1.0000           
SPECEFF:   -0.08  20.15   1.0000           
SPECEFF:   -0.08  20.25   1.0000           
SPECEFF:   -0.08  20.35   0.9959           
SPECEFF:   -0.08  20.45   0.9118           
SPECEFF:   -0.08  20.55   0.8411           
SPECEFF:   -0.08  20.65   0.7810           
SPECEFF:   -0.08  20.75   0.7291           
SPECEFF:   -0.08  20.85   0.6839           
SPECEFF:   -0.08  20.95   0.6442           
SPECEFF:   -0.08  21.05   0.6090           
SPECEFF:   -0.08  21.15   0.5775           
SPECEFF:   -0.08  21.25   0.5493           
SPECEFF:   -0.08  21.35   0.5237           
SPECEFF:   -0.08  21.45   0.5005           
SPECEFF:   -0.08  21.55   0.4794           
SPECEFF:   -0.08  21.65   0.4600           
SPECEFF:   -0.08  21.75   0.4422           
SPECEFF:   -0.08  21.85   0.4257           
SPECEFF:   -0.08  21.95   0.4105           
SPECEFF:   -0.08  22.05   0.3964           
SPECEFF:   -0.08  22.15   0.3832           
SPECEFF:   -0.08  22.25   0.3709           
SPECEFF:   -0.08  22.35   0.3594           
SPECEFF:   -0.08  22.45   0.3486           
SPECEFF:   -0.08  22.55   0.3385           
SPECEFF:   -0.08  22.65   0.3290           
SPECEFF:   -0.08  22.75   0.3200           
SPECEFF:   -0.08  22.85   0.3115           
SPECEFF:   -0.08  22.95   0.3034           
SPECEFF:   -0.08  23.05   0.2958           
SPECEFF:   -0.08  23.15   0.2886           
SPECEFF:   -0.08  23.25   0.2817           
SPECEFF:   -0.08  23.35   0.2751           
SPECEFF:   -0.08  23.45   0.2689           
SPECEFF:   -0.08  23.55   0.2629           
SPECEFF:   -0.08  23.65   0.2572           
SPECEFF:   -0.08  23.75   0.2518           
SPECEFF:   -0.08  23.85   0.2466           
SPECEFF:   -0.08  23.95   0.2416           
SPECEFF:   -0.08  24.05   0.2368           
SPECEFF:   -0.08  24.15   0.2322           
SPECEFF:   -0.08  24.25   0.2278           
SPECEFF:   -0.08  24.35   0.2236           
SPECEFF:   -0.08  24.45   0.2195           
SPECEFF:   -0.08  24.55   0.2156           
SPECEFF:   -0.08  24.65   0.2118           
SPECEFF:   -0.08  24.75   0.2082           
SPECEFF:   -0.08  24.85   0.2046           
SPECEFF:   -0.08  24.95   0.2012           
SPECEFF:   -0.03  15.05   0.9987           
SPECEFF:   -0.03  15.15   0.9987           
SPECEFF:   -0.03  15.25   0.9987           
SPECEFF:   -0.03  15.35   0.9987           
SPECEFF:   -0.03  15.45   0.9987           
SPECEFF:   -0.03  15.55   0.9987           
SPECEFF:   -0.03  15.65   0.9987           
SPECEFF:   -0.03  15.75   0.9987           
SPECEFF:   -0.03  15.85   0.9987           
SPECEFF:   -0.03  15.95   0.9987           
SPECEFF:   -0.03  16.05   0.9987           
SPECEFF:   -0.03  16.15   0.9987           
SPECEFF:   -0.03  16.25   0.9987           
SPECEFF:   -0.03  16.35   0.9987           
SPECEFF:   -0.03  16.45   0.9987           
SPECEFF:   -0.03  16.55   0.9987           
SPECEFF:   -0.03  16.65   0.9987           
SPECEFF:   -0.03  16.75   0.9987           
SPECEFF:   -0.03  16.85   0.9987           
SPECEFF:   -0.03  16.95   0.9987           
SPECEFF:   -0.03  17.05   0.9987           
SPECEFF:   -0.03  17.15   0.9987           
SPECEFF:   -0.03  17.25   0.9987           
SPECEFF:   -0.03  17.35   0.9987           
SPECEFF:   -0.03  17.45   0.9987           
SPECEFF:   -0.03  17.55   0.9987           
SPECEFF:   -0.03  17.65   0.9987           
SPECEFF:   -0.03  17.75   0.9987           
SPECEFF:   -0.03  17.85   0.9987           
SPECEFF:   -0.03  17.95   0.9987           
SPECEFF:   -0.03  18.05   0.9987           
SPECEFF:   -0.03  18.15   0.9987           
SPECEFF:   -0.03  18.25   0.9987           
SPECEFF:   -0.03  18.35   0.9987           
SPECEFF:   -0.03  18.45   0.9987           
SPECEFF:   -0.03  18.55   0.9987           
SPECEFF:   -0.03  18.65   0.9987           
SPECEFF:   -0.03  18.75   0.9987           
SPECEFF:   -0.03  18.85   0.9987           
SPECEFF:   -0.03  18.95   0.9987           
SPECEFF:   -0.03  19.05   0.9987           
SPECEFF:   -0.03  19.15   0.9987           
SPECEFF:   -0.03  19.25   0.9987           
SPECEFF:   -0.03  19.35   0.9987           
SPECEFF:   -0.03  19.45   0.9987           
SPECEFF:   -0.03  19.55   0.9987           
SPECEFF:   -0.03  19.65   0.9987           
SPECEFF:   -0.03  19.75   0.9987           
SPECEFF:   -0.03  19.85   0.9987           
SPECEFF:   -0.03  19.95   0.9987           
SPECEFF:   -0.03  20.05   0.9987           
SPECEFF:   -0.03  20.15   0.9987           
SPECEFF:   -0.03  20.25   0.9987           
SPECEFF:   -0.03  20.35   0.9947           
SPECEFF:   -0.03  20.45   0.9106           
SPECEFF:   -0.03  20.55   0.8401           
SPECEFF:   -0.03  20.65   0.7800           
SPECEFF:   -0.03  20.75   0.7282           
SPECEFF:   -0.03  20.85   0.6831           
SPECEFF:   -0.03  20.95   0.6434           
SPECEFF:   -0.03  21.05   0.6082           
SPECEFF:   -0.03  21.15   0.5768           
SPECEFF:   -0.03  21.25   0.5485           
SPECEFF:   -0.03  21.35   0.5230           
SPECEFF:   -0.03  21.45   0.4999           
SPECEFF:   -0.03  21.55   0.4788           
SPECEFF:   -0.03  21.65   0.4594           
SPECEFF:   -0.03  21.75   0.4416           
SPECEFF:   -0.03  21.85   0.4252           
SPECEFF:   -0.03  21.95   0.4100           
SPECEFF:   -0.03  22.05   0.3959           
SPECEFF:   -0.03  22.15   0.3827           
SPECEFF:   -0.03  22.25   0.3704           
SPECEFF:   -0.03  22.35   0.3590           
SPECEFF:   -0.03  22.45   0.3482           
SPECEFF:   -0.03  22.55   0.3381           
SPECEFF:   -0.03  22.65   0.3285           
SPECEFF:   -0.03  22.75   0.3196           
SPECEFF:   -0.03  22.85   0.3111           
SPECEFF:   -0.03  22.95   0.3030           
SPECEFF:   -0.03  23.05   0.2954           
SPECEFF:   -0.03  23.15   0.2882           
SPECEFF:   -0.03  23.25   0.2813           
SPECEFF:   -0.03  23.35   0.2748           
SPECEFF:   -0.03  23.45   0.2685           
SPECEFF:   -0.03  23.55   0.2626           
SPECEFF:   -0.03  23.65   0.2569           
SPECEFF:   -0.03  23.75   0.2515           
SPECEFF:   -0.03  23.85   0.2463           
SPECEFF:   -0.03  23.95   0.2413           
SPECEFF:   -0.03  24.05   0.2365           
SPECEFF:   -0.03  24.15   0.2319           
SPECEFF:   -0.03  24.25   0.2275           
SPECEFF:   -0.03  24.35   0.2233           
SPECEFF:   -0.03  24.45   0.2192           
SPECEFF:   -0.03  24.55   0.2153           
SPECEFF:   -0.03  24.65   0.2115           
SPECEFF:   -0.03  24.75   0.2079           
SPECEFF:   -0.03  24.85   0.2044           
SPECEFF:   -0.03  24.95   0.2010           
SPECEFF:    0.02  15.05   0.9806           
SPECEFF:    0.02  15.15   0.9806           
SPECEFF:    0.02  15.25   0.9806           
SPECEFF:    0.02  15.35   0.9806           
SPECEFF:    0.02  15.45   0.9806           
SPECEFF:    0.02  15.55   0.9806           
SPECEFF:    0.02  15.65   0.9806           
SPECEFF:    0.02  15.75   0.9806           
SPECEFF:    0.02  15.85   0.9806           
SPECEFF:    0.02  15.95   0.9806           
SPECEFF:    0.02  16.05   0.9806           
SPECEFF:    0.02  16.15   0.9806           
SPECEFF:    0.02  16.25   0.9806           
SPECEFF:    0.02  16.35   0.9806           
SPECEFF:    0.02  16.45   0.9806           
SPECEFF:    0.02  16.55   0.9806           
SPECEFF:    0.02  16.65   0.9806           
SPECEFF:    0.02  16.75   0.9806           
SPECEFF:    0.02  16.85   0.9806           
SPECEFF:    0.02  16.95   0.9806           
SPECEFF:    0.02  17.05   0.9806           
SPECEFF:    0.02  17.15   0.9806           
SPECEFF:    0.02  17.25   0.9806           
SPECEFF:    0.02  17.35   0.9806           
SPECEFF:    0.02  17.45   0.9806           
SPECEFF:    0.02  17.55   0.9806           
SPECEFF:    0.02  17.65   0.9806           
SPECEFF:    0.02  17.75   0.9806           
SPECEFF:    0.02  17.85   0.9806           
SPECEFF:    0.02  17.95   0.9806           
SPECEFF:    0.02  18.05   0.9806           
SPECEFF:    0.02  18.15   0.9806           
SPECEFF:    0.02  18.25   0.9806           
SPECEFF:    0.02  18.35   0.9806           
SPECEFF:    0.02  18.45   0.9806           
SPECEFF:    0.02  18.55   0.9806           
SPECEFF:    0.02  18.65   0.9806           
SPECEFF:    0.02  18.75   0.9806           
SPECEFF:    0.02  18.85   0.9806           
SPECEFF:    0.02  18.95   0.9806           
SPECEFF:    0.02  19.05   0.9806           
SPECEFF:    0.02  19.15   0.9806           
SPECEFF:    0.02  19.25   0.9806           
SPECEFF:    0.02  19.35   0.9806           
SPECEFF:    0.02  19.45   0.9806           
SPECEFF:    0.02  19.55   0.9806           
SPECEFF:    0.02  19.65   0.9806           
SPECEFF:    0.02  19.75   0.9806           
SPECEFF:    0.02  19.85   0.9806           
SPECEFF:    0.02  19.95   0.9806           
SPECEFF:    0.02  20.05   0.9806           
SPECEFF:    0.02  20.15   0.9806           
SPECEFF:    0.02  20.25   0.9806           
SPECEFF:    0.02  20.35   0.9766           
SPECEFF:    0.02  20.45   0.8941           
SPECEFF:    0.02  20.55   0.8248           
SPECEFF:    0.02  20.65   0.7658           
SPECEFF:    0.02  20.75   0.7150           
SPECEFF:    0.02  20.85   0.6707           
SPECEFF:    0.02  20.95   0.6317           
SPECEFF:    0.02  21.05   0.5971           
SPECEFF:    0.02  21.15   0.5663           
SPECEFF:    0.02  21.25   0.5386           
SPECEFF:    0.02  21.35   0.5135           
SPECEFF:    0.02  21.45   0.4908           
SPECEFF:    0.02  21.55   0.4701           
SPECEFF:    0.02  21.65   0.4511           
SPECEFF:    0.02  21.75   0.4336           
SPECEFF:    0.02  21.85   0.4175           
SPECEFF:    0.02  21.95   0.4025           
SPECEFF:    0.02  22.05   0.3887           
SPECEFF:    0.02  22.15   0.3758           
SPECEFF:    0.02  22.25   0.3637           
SPECEFF:    0.02  22.35   0.3524           
SPECEFF:    0.02  22.45   0.3419           
SPECEFF:    0.02  22.55   0.3319           
SPECEFF:    0.02  22.65   0.3226           
SPECEFF:    0.02  22.75   0.3137           
SPECEFF:    0.02  22.85   0.3054           
SPECEFF:    0.02  22.95   0.2975           
SPECEFF:    0.02  23.05   0.2900           
SPECEFF:    0.02  23.15   0.2829           
SPECEFF:    0.02  23.25   0.2762           
SPECEFF:    0.02  23.35   0.2698           
SPECEFF:    0.02  23.45   0.2637           
SPECEFF:    0.02  23.55   0.2578           
SPECEFF:    0.02  23.65   0.2522           
SPECEFF:    0.02  23.75   0.2469           
SPECEFF:    0.02  23.85   0.2418           
SPECEFF:    0.02  23.95   0.2369           
SPECEFF:    0.02  24.05   0.2322           
SPECEFF:    0.02  24.15   0.2277           
SPECEFF:    0.02  24.25   0.2234           
SPECEFF:    0.02  24.35   0.2193           
SPECEFF:    0.02  24.45   0.2153           
SPECEFF:    0.02  24.55   0.2114           
SPECEFF:    0.02  24.65   0.2077           
SPECEFF:    0.02  24.75   0.2041           
SPECEFF:    0.02  24.85   0.2007           
SPECEFF:    0.02  24.95   0.1973           
SPECEFF:    0.07  15.05   0.9421           
SPECEFF:    0.07  15.15   0.9421           
SPECEFF:    0.07  15.25   0.9421           
SPECEFF:    0.07  15.35   0.9421           
SPECEFF:    0.07  15.45   0.9421           
SPECEFF:    0.07  15.55   0.9421           
SPECEFF:    0.07  15.65   0.9421           
SPECEFF:    0.07  15.75   0.9421           
SPECEFF:    0.07  15.85   0.9421           
SPECEFF:    0.07  15.95   0.9421           
SPECEFF:    0.07  16.05   0.9421           
SPECEFF:    0.07  16.15   0.9421           
SPECEFF:    0.07  16.25   0.9421           
SPECEFF:    0.07  16.35   0.9421           
SPECEFF:    0.07  16.45   0.9421           
SPECEFF:    0.07  16.55   0.9421           
SPECEFF:    0.07  16.65   0.9421           
SPECEFF:    0.07  16.75   0.9421           
SPECEFF:    0.07  16.85   0.9421           
SPECEFF:    0.07  16.95   0.9421           
SPECEFF:    0.07  17.05   0.9421           
SPECEFF:    0.07  17.15   0.9421           
SPECEFF:    0.07  17.25   0.9421           
SPECEFF:    0.07  17.35   0.9421           
SPECEFF:    0.07  17.45   0.9421           
SPECEFF:    0.07  17.55   0.9421           
SPECEFF:    0.07  17.65   0.9421           
SPECEFF:    0.07  17.75   0.9421           
SPECEFF:    0.07  17.85   0.9421           
