# SDSS Spec efficiency for SIM = G10smear 
#
# EFF(r)  = 1               (r < 20.3456) 
# EFF(r)  = 1/[ 1 + (r-20.3456)]**0.930191  (r > 20.3456) 
# EFF(g-r)= Gauss[ (g - r + -0.0422527), sig=-0.339447 ] 
# SPECEFF = EFF(r) x EFF(g-r) 
#

NVAR: 2
VARNAMES:  REDSHIFT  SPECEFF  # ensure 100% eff at low redshift 
SPECEFF:  0.00  1.000 
SPECEFF:  0.10  1.000 


NVAR: 3
VARNAMES:    g-r    r    SPECEFF
SPECEFF:   -1.08  19.75   1.0000           
SPECEFF:   -1.08  19.85   1.0000           
SPECEFF:   -1.08  19.95   1.0000           
SPECEFF:   -1.08  20.05   1.0000           
SPECEFF:   -1.08  20.15   1.0000           
SPECEFF:   -1.08  20.25   1.0000           
SPECEFF:   -1.08  20.35   0.9959           
SPECEFF:   -1.08  20.45   0.9118           
SPECEFF:   -1.08  20.55   0.8411           
SPECEFF:   -1.08  20.65   0.7810           
SPECEFF:   -1.08  20.75   0.7291           
SPECEFF:   -1.08  20.85   0.6839           
SPECEFF:   -1.08  20.95   0.6442           
SPECEFF:   -1.08  21.05   0.6090           
SPECEFF:   -1.08  21.15   0.5775           
SPECEFF:   -1.08  21.25   0.5493           
SPECEFF:   -1.08  21.35   0.5237           
SPECEFF:   -1.08  21.45   0.5005           
SPECEFF:   -1.08  21.55   0.4794           
SPECEFF:   -1.08  21.65   0.4600           
SPECEFF:   -1.08  21.75   0.4422           
SPECEFF:   -1.08  21.85   0.4257           
SPECEFF:   -1.08  21.95   0.4105           
SPECEFF:   -1.08  22.05   0.3964           
SPECEFF:   -1.08  22.15   0.3832           
SPECEFF:   -1.08  22.25   0.3709           
SPECEFF:   -1.08  22.35   0.3594           
SPECEFF:   -1.08  22.45   0.3486           
SPECEFF:   -1.08  22.55   0.3385           
SPECEFF:   -1.08  22.65   0.3290           
SPECEFF:   -1.08  22.75   0.3200           
SPECEFF:   -1.08  22.85   0.3115           
SPECEFF:   -1.08  22.95   0.3034           
SPECEFF:   -1.08  23.05   0.2958           
SPECEFF:   -1.08  23.15   0.2886           
SPECEFF:   -1.08  23.25   0.2817           
SPECEFF:   -1.08  23.35   0.2751           
SPECEFF:   -1.08  23.45   0.2689           
SPECEFF:   -1.08  23.55   0.2629           
SPECEFF:   -1.08  23.65   0.2572           
SPECEFF:   -1.08  23.75   0.2518           
SPECEFF:   -1.08  23.85   0.2466           
SPECEFF:   -1.08  23.95   0.2416           
SPECEFF:   -1.08  24.05   0.2368           
SPECEFF:   -1.08  24.15   0.2322           
SPECEFF:   -1.08  24.25   0.2278           
SPECEFF:   -1.08  24.35   0.2236           
SPECEFF:   -1.08  24.45   0.2195           
SPECEFF:   -1.08  24.55   0.2156           
SPECEFF:   -1.08  24.65   0.2118           
SPECEFF:   -1.08  24.75   0.2082           
SPECEFF:   -1.08  24.85   0.2046           
SPECEFF:   -1.08  24.95   0.2012           
SPECEFF:   -1.03  15.05   1.0000           
SPECEFF:   -1.03  15.15   1.0000           
SPECEFF:   -1.03  15.25   1.0000           
SPECEFF:   -1.03  15.35   1.0000           
SPECEFF:   -1.03  15.45   1.0000           
SPECEFF:   -1.03  15.55   1.0000           
SPECEFF:   -1.03  15.65   1.0000           
SPECEFF:   -1.03  15.75   1.0000           
SPECEFF:   -1.03  15.85   1.0000           
SPECEFF:   -1.03  15.95   1.0000           
SPECEFF:   -1.03  16.05   1.0000           
SPECEFF:   -1.03  16.15   1.0000           
SPECEFF:   -1.03  16.25   1.0000           
SPECEFF:   -1.03  16.35   1.0000           
SPECEFF:   -1.03  16.45   1.0000           
SPECEFF:   -1.03  16.55   1.0000           
SPECEFF:   -1.03  16.65   1.0000           
SPECEFF:   -1.03  16.75   1.0000           
SPECEFF:   -1.03  16.85   1.0000           
SPECEFF:   -1.03  16.95   1.0000           
SPECEFF:   -1.03  17.05   1.0000           
SPECEFF:   -1.03  17.15   1.0000           
SPECEFF:   -1.03  17.25   1.0000           
SPECEFF:   -1.03  17.35   1.0000           
SPECEFF:   -1.03  17.45   1.0000           
SPECEFF:   -1.03  17.55   1.0000           
SPECEFF:   -1.03  17.65   1.0000           
SPECEFF:   -1.03  17.75   1.0000           
SPECEFF:   -1.03  17.85   1.0000           
SPECEFF:   -1.03  17.95   1.0000           
SPECEFF:   -1.03  18.05   1.0000           
SPECEFF:   -1.03  18.15   1.0000           
SPECEFF:   -1.03  18.25   1.0000           
SPECEFF:   -1.03  18.35   1.0000           
SPECEFF:   -1.03  18.45   1.0000           
SPECEFF:   -1.03  18.55   1.0000           
SPECEFF:   -1.03  18.65   1.0000           
SPECEFF:   -1.03  18.75   1.0000           
SPECEFF:   -1.03  18.85   1.0000           
SPECEFF:   -1.03  18.95   1.0000           
SPECEFF:   -1.03  19.05   1.0000           
SPECEFF:   -1.03  19.15   1.0000           
SPECEFF:   -1.03  19.25   1.0000           
SPECEFF:   -1.03  19.35   1.0000           
SPECEFF:   -1.03  19.45   1.0000           
SPECEFF:   -1.03  19.55   1.0000           
SPECEFF:   -1.03  19.65   1.0000           
SPECEFF:   -1.03  19.75   1.0000           
SPECEFF:   -1.03  19.85   1.0000           
SPECEFF:   -1.03  19.95   1.0000           
SPECEFF:   -1.03  20.05   1.0000           
SPECEFF:   -1.03  20.15   1.0000           
SPECEFF:   -1.03  20.25   1.0000           
SPECEFF:   -1.03  20.35   0.9959           
SPECEFF:   -1.03  20.45   0.9118           
SPECEFF:   -1.03  20.55   0.8411           
SPECEFF:   -1.03  20.65   0.7810           
SPECEFF:   -1.03  20.75   0.7291           
SPECEFF:   -1.03  20.85   0.6839           
SPECEFF:   -1.03  20.95   0.6442           
SPECEFF:   -1.03  21.05   0.6090           
SPECEFF:   -1.03  21.15   0.5775           
SPECEFF:   -1.03  21.25   0.5493           
SPECEFF:   -1.03  21.35   0.5237           
SPECEFF:   -1.03  21.45   0.5005           
SPECEFF:   -1.03  21.55   0.4794           
SPECEFF:   -1.03  21.65   0.4600           
SPECEFF:   -1.03  21.75   0.4422           
SPECEFF:   -1.03  21.85   0.4257           
SPECEFF:   -1.03  21.95   0.4105           
SPECEFF:   -1.03  22.05   0.3964           
SPECEFF:   -1.03  22.15   0.3832           
SPECEFF:   -1.03  22.25   0.3709           
SPECEFF:   -1.03  22.35   0.3594           
SPECEFF:   -1.03  22.45   0.3486           
SPECEFF:   -1.03  22.55   0.3385           
SPECEFF:   -1.03  22.65   0.3290           
SPECEFF:   -1.03  22.75   0.3200           
SPECEFF:   -1.03  22.85   0.3115           
SPECEFF:   -1.03  22.95   0.3034           
SPECEFF:   -1.03  23.05   0.2958           
SPECEFF:   -1.03  23.15   0.2886           
SPECEFF:   -1.03  23.25   0.2817           
SPECEFF:   -1.03  23.35   0.2751           
SPECEFF:   -1.03  23.45   0.2689           
SPECEFF:   -1.03  23.55   0.2629           
SPECEFF:   -1.03  23.65   0.2572           
SPECEFF:   -1.03  23.75   0.2518           
SPECEFF:   -1.03  23.85   0.2466           
SPECEFF:   -1.03  23.95   0.2416           
SPECEFF:   -1.03  24.05   0.2368           
SPECEFF:   -1.03  24.15   0.2322           
SPECEFF:   -1.03  24.25   0.2278           
SPECEFF:   -1.03  24.35   0.2236           
SPECEFF:   -1.03  24.45   0.2195           
SPECEFF:   -1.03  24.55   0.2156           
SPECEFF:   -1.03  24.65   0.2118           
SPECEFF:   -1.03  24.75   0.2082           
SPECEFF:   -1.03  24.85   0.2046           
SPECEFF:   -1.03  24.95   0.2012           
SPECEFF:   -0.98  15.05   1.0000           
SPECEFF:   -0.98  15.15   1.0000           
SPECEFF:   -0.98  15.25   1.0000           
SPECEFF:   -0.98  15.35   1.0000           
SPECEFF:   -0.98  15.45   1.0000           
SPECEFF:   -0.98  15.55   1.0000           
SPECEFF:   -0.98  15.65   1.0000           
SPECEFF:   -0.98  15.75   1.0000           
SPECEFF:   -0.98  15.85   1.0000           
SPECEFF:   -0.98  15.95   1.0000           
SPECEFF:   -0.98  16.05   1.0000           
SPECEFF:   -0.98  16.15   1.0000           
SPECEFF:   -0.98  16.25   1.0000           
SPECEFF:   -0.98  16.35   1.0000           
SPECEFF:   -0.98  16.45   1.0000           
SPECEFF:   -0.98  16.55   1.0000           
SPECEFF:   -0.98  16.65   1.0000           
SPECEFF:   -0.98  16.75   1.0000           
SPECEFF:   -0.98  16.85   1.0000           
SPECEFF:   -0.98  16.95   1.0000           
SPECEFF:   -0.98  17.05   1.0000           
SPECEFF:   -0.98  17.15   1.0000           
SPECEFF:   -0.98  17.25   1.0000           
SPECEFF:   -0.98  17.35   1.0000           
SPECEFF:   -0.98  17.45   1.0000           
SPECEFF:   -0.98  17.55   1.0000           
SPECEFF:   -0.98  17.65   1.0000           
SPECEFF:   -0.98  17.75   1.0000           
SPECEFF:   -0.98  17.85   1.0000           
SPECEFF:   -0.98  17.95   1.0000           
SPECEFF:   -0.98  18.05   1.0000           
SPECEFF:   -0.98  18.15   1.0000           
SPECEFF:   -0.98  18.25   1.0000           
SPECEFF:   -0.98  18.35   1.0000           
SPECEFF:   -0.98  18.45   1.0000           
SPECEFF:   -0.98  18.55   1.0000           
SPECEFF:   -0.98  18.65   1.0000           
SPECEFF:   -0.98  18.75   1.0000           
SPECEFF:   -0.98  18.85   1.0000           
SPECEFF:   -0.98  18.95   1.0000           
SPECEFF:   -0.98  19.05   1.0000           
SPECEFF:   -0.98  19.15   1.0000           
SPECEFF:   -0.98  19.25   1.0000           
SPECEFF:   -0.98  19.35   1.0000           
SPECEFF:   -0.98  19.45   1.0000           
SPECEFF:   -0.98  19.55   1.0000           
SPECEFF:   -0.98  19.65   1.0000           
SPECEFF:   -0.98  19.75   1.0000           
SPECEFF:   -0.98  19.85   1.0000           
SPECEFF:   -0.98  19.95   1.0000           
SPECEFF:   -0.98  20.05   1.0000           
SPECEFF:   -0.98  20.15   1.0000           
SPECEFF:   -0.98  20.25   1.0000           
SPECEFF:   -0.98  20.35   0.9959           
SPECEFF:   -0.98  20.45   0.9118           
SPECEFF:   -0.98  20.55   0.8411           
SPECEFF:   -0.98  20.65   0.7810           
SPECEFF:   -0.98  20.75   0.7291           
SPECEFF:   -0.98  20.85   0.6839           
SPECEFF:   -0.98  20.95   0.6442           
SPECEFF:   -0.98  21.05   0.6090           
SPECEFF:   -0.98  21.15   0.5775           
SPECEFF:   -0.98  21.25   0.5493           
SPECEFF:   -0.98  21.35   0.5237           
SPECEFF:   -0.98  21.45   0.5005           
SPECEFF:   -0.98  21.55   0.4794           
SPECEFF:   -0.98  21.65   0.4600           
SPECEFF:   -0.98  21.75   0.4422           
SPECEFF:   -0.98  21.85   0.4257           
SPECEFF:   -0.98  21.95   0.4105           
SPECEFF:   -0.98  22.05   0.3964           
SPECEFF:   -0.98  22.15   0.3832           
SPECEFF:   -0.98  22.25   0.3709           
SPECEFF:   -0.98  22.35   0.3594           
SPECEFF:   -0.98  22.45   0.3486           
SPECEFF:   -0.98  22.55   0.3385           
SPECEFF:   -0.98  22.65   0.3290           
SPECEFF:   -0.98  22.75   0.3200           
SPECEFF:   -0.98  22.85   0.3115           
SPECEFF:   -0.98  22.95   0.3034           
SPECEFF:   -0.98  23.05   0.2958           
SPECEFF:   -0.98  23.15   0.2886           
SPECEFF:   -0.98  23.25   0.2817           
SPECEFF:   -0.98  23.35   0.2751           
SPECEFF:   -0.98  23.45   0.2689           
SPECEFF:   -0.98  23.55   0.2629           
SPECEFF:   -0.98  23.65   0.2572           
SPECEFF:   -0.98  23.75   0.2518           
SPECEFF:   -0.98  23.85   0.2466           
SPECEFF:   -0.98  23.95   0.2416           
SPECEFF:   -0.98  24.05   0.2368           
SPECEFF:   -0.98  24.15   0.2322           
SPECEFF:   -0.98  24.25   0.2278           
SPECEFF:   -0.98  24.35   0.2236           
SPECEFF:   -0.98  24.45   0.2195           
SPECEFF:   -0.98  24.55   0.2156           
SPECEFF:   -0.98  24.65   0.2118           
SPECEFF:   -0.98  24.75   0.2082           
SPECEFF:   -0.98  24.85   0.2046           
SPECEFF:   -0.98  24.95   0.2012           
SPECEFF:   -0.93  15.05   1.0000           
SPECEFF:   -0.93  15.15   1.0000           
SPECEFF:   -0.93  15.25   1.0000           
SPECEFF:   -0.93  15.35   1.0000           
SPECEFF:   -0.93  15.45   1.0000           
SPECEFF:   -0.93  15.55   1.0000           
SPECEFF:   -0.93  15.65   1.0000           
SPECEFF:   -0.93  15.75   1.0000           
SPECEFF:   -0.93  15.85   1.0000           
SPECEFF:   -0.93  15.95   1.0000           
SPECEFF:   -0.93  16.05   1.0000           
SPECEFF:   -0.93  16.15   1.0000           
SPECEFF:   -0.93  16.25   1.0000           
SPECEFF:   -0.93  16.35   1.0000           
SPECEFF:   -0.93  16.45   1.0000           
SPECEFF:   -0.93  16.55   1.0000           
SPECEFF:   -0.93  16.65   1.0000           
SPECEFF:   -0.93  16.75   1.0000           
SPECEFF:   -0.93  16.85   1.0000           
SPECEFF:   -0.93  16.95   1.0000           
SPECEFF:   -0.93  17.05   1.0000           
SPECEFF:   -0.93  17.15   1.0000           
SPECEFF:   -0.93  17.25   1.0000           
SPECEFF:   -0.93  17.35   1.0000           
SPECEFF:   -0.93  17.45   1.0000           
SPECEFF:   -0.93  17.55   1.0000           
SPECEFF:   -0.93  17.65   1.0000           
SPECEFF:   -0.93  17.75   1.0000           
SPECEFF:   -0.93  17.85   1.0000           
SPECEFF:   -0.93  17.95   1.0000           
SPECEFF:   -0.93  18.05   1.0000           
SPECEFF:   -0.93  18.15   1.0000           
SPECEFF:   -0.93  18.25   1.0000           
SPECEFF:   -0.93  18.35   1.0000           
SPECEFF:   -0.93  18.45   1.0000           
SPECEFF:   -0.93  18.55   1.0000           
SPECEFF:   -0.93  18.65   1.0000           
SPECEFF:   -0.93  18.75   1.0000           
SPECEFF:   -0.93  18.85   1.0000           
SPECEFF:   -0.93  18.95   1.0000           
SPECEFF:   -0.93  19.05   1.0000           
SPECEFF:   -0.93  19.15   1.0000           
SPECEFF:   -0.93  19.25   1.0000           
SPECEFF:   -0.93  19.35   1.0000           
SPECEFF:   -0.93  19.45   1.0000           
SPECEFF:   -0.93  19.55   1.0000           
SPECEFF:   -0.93  19.65   1.0000           
SPECEFF:   -0.93  19.75   1.0000           
SPECEFF:   -0.93  19.85   1.0000           
SPECEFF:   -0.93  19.95   1.0000           
SPECEFF:   -0.93  20.05   1.0000           
SPECEFF:   -0.93  20.15   1.0000           
SPECEFF:   -0.93  20.25   1.0000           
SPECEFF:   -0.93  20.35   0.9959           
SPECEFF:   -0.93  20.45   0.9118           
SPECEFF:   -0.93  20.55   0.8411           
SPECEFF:   -0.93  20.65   0.7810           
SPECEFF:   -0.93  20.75   0.7291           
SPECEFF:   -0.93  20.85   0.6839           
SPECEFF:   -0.93  20.95   0.6442           
SPECEFF:   -0.93  21.05   0.6090           
SPECEFF:   -0.93  21.15   0.5775           
SPECEFF:   -0.93  21.25   0.5493           
SPECEFF:   -0.93  21.35   0.5237           
SPECEFF:   -0.93  21.45   0.5005           
SPECEFF:   -0.93  21.55   0.4794           
SPECEFF:   -0.93  21.65   0.4600           
SPECEFF:   -0.93  21.75   0.4422           
SPECEFF:   -0.93  21.85   0.4257           
SPECEFF:   -0.93  21.95   0.4105           
SPECEFF:   -0.93  22.05   0.3964           
SPECEFF:   -0.93  22.15   0.3832           
SPECEFF:   -0.93  22.25   0.3709           
SPECEFF:   -0.93  22.35   0.3594           
SPECEFF:   -0.93  22.45   0.3486           
SPECEFF:   -0.93  22.55   0.3385           
SPECEFF:   -0.93  22.65   0.3290           
SPECEFF:   -0.93  22.75   0.3200           
SPECEFF:   -0.93  22.85   0.3115           
SPECEFF:   -0.93  22.95   0.3034           
SPECEFF:   -0.93  23.05   0.2958           
SPECEFF:   -0.93  23.15   0.2886           
SPECEFF:   -0.93  23.25   0.2817           
SPECEFF:   -0.93  23.35   0.2751           
SPECEFF:   -0.93  23.45   0.2689           
SPECEFF:   -0.93  23.55   0.2629           
SPECEFF:   -0.93  23.65   0.2572           
SPECEFF:   -0.93  23.75   0.2518           
SPECEFF:   -0.93  23.85   0.2466           
SPECEFF:   -0.93  23.95   0.2416           
SPECEFF:   -0.93  24.05   0.2368           
SPECEFF:   -0.93  24.15   0.2322           
SPECEFF:   -0.93  24.25   0.2278           
SPECEFF:   -0.93  24.35   0.2236           
SPECEFF:   -0.93  24.45   0.2195           
SPECEFF:   -0.93  24.55   0.2156           
SPECEFF:   -0.93  24.65   0.2118           
SPECEFF:   -0.93  24.75   0.2082           
SPECEFF:   -0.93  24.85   0.2046           
SPECEFF:   -0.93  24.95   0.2012           
SPECEFF:   -0.88  15.05   1.0000           
SPECEFF:   -0.88  15.15   1.0000           
SPECEFF:   -0.88  15.25   1.0000           
SPECEFF:   -0.88  15.35   1.0000           
SPECEFF:   -0.88  15.45   1.0000           
SPECEFF:   -0.88  15.55   1.0000           
SPECEFF:   -0.88  15.65   1.0000           
SPECEFF:   -0.88  15.75   1.0000           
SPECEFF:   -0.88  15.85   1.0000           
SPECEFF:   -0.88  15.95   1.0000           
SPECEFF:   -0.88  16.05   1.0000           
SPECEFF:   -0.88  16.15   1.0000           
SPECEFF:   -0.88  16.25   1.0000           
SPECEFF:   -0.88  16.35   1.0000           
SPECEFF:   -0.88  16.45   1.0000           
SPECEFF:   -0.88  16.55   1.0000           
SPECEFF:   -0.88  16.65   1.0000           
SPECEFF:   -0.88  16.75   1.0000           
SPECEFF:   -0.88  16.85   1.0000           
SPECEFF:   -0.88  16.95   1.0000           
SPECEFF:   -0.88  17.05   1.0000           
SPECEFF:   -0.88  17.15   1.0000           
SPECEFF:   -0.88  17.25   1.0000           
SPECEFF:   -0.88  17.35   1.0000           
SPECEFF:   -0.88  17.45   1.0000           
SPECEFF:   -0.88  17.55   1.0000           
SPECEFF:   -0.88  17.65   1.0000           
SPECEFF:   -0.88  17.75   1.0000           
SPECEFF:   -0.88  17.85   1.0000           
SPECEFF:   -0.88  17.95   1.0000           
SPECEFF:   -0.88  18.05   1.0000           
SPECEFF:   -0.88  18.15   1.0000           
SPECEFF:   -0.88  18.25   1.0000           
SPECEFF:   -0.88  18.35   1.0000           
SPECEFF:   -0.88  18.45   1.0000           
SPECEFF:   -0.88  18.55   1.0000           
SPECEFF:   -0.88  18.65   1.0000           
SPECEFF:   -0.88  18.75   1.0000           
SPECEFF:   -0.88  18.85   1.0000           
SPECEFF:   -0.88  18.95   1.0000           
SPECEFF:   -0.88  19.05   1.0000           
SPECEFF:   -0.88  19.15   1.0000           
SPECEFF:   -0.88  19.25   1.0000           
SPECEFF:   -0.88  19.35   1.0000           
SPECEFF:   -0.88  19.45   1.0000           
SPECEFF:   -0.88  19.55   1.0000           
SPECEFF:   -0.88  19.65   1.0000           
SPECEFF:   -0.88  19.75   1.0000           
SPECEFF:   -0.88  19.85   1.0000           
SPECEFF:   -0.88  19.95   1.0000           
SPECEFF:   -0.88  20.05   1.0000           
SPECEFF:   -0.88  20.15   1.0000           
SPECEFF:   -0.88  20.25   1.0000           
SPECEFF:   -0.88  20.35   0.9959           
SPECEFF:   -0.88  20.45   0.9118           
SPECEFF:   -0.88  20.55   0.8411           
SPECEFF:   -0.88  20.65   0.7810           
SPECEFF:   -0.88  20.75   0.7291           
SPECEFF:   -0.88  20.85   0.6839           
SPECEFF:   -0.88  20.95   0.6442           
SPECEFF:   -0.88  21.05   0.6090           
SPECEFF:   -0.88  21.15   0.5775           
SPECEFF:   -0.88  21.25   0.5493           
SPECEFF:   -0.88  21.35   0.5237           
SPECEFF:   -0.88  21.45   0.5005           
SPECEFF:   -0.88  21.55   0.4794           
SPECEFF:   -0.88  21.65   0.4600           
SPECEFF:   -0.88  21.75   0.4422           
SPECEFF:   -0.88  21.85   0.4257           
SPECEFF:   -0.88  21.95   0.4105           
SPECEFF:   -0.88  22.05   0.3964           
SPECEFF:   -0.88  22.15   0.3832           
SPECEFF:   -0.88  22.25   0.3709           
SPECEFF:   -0.88  22.35   0.3594           
SPECEFF:   -0.88  22.45   0.3486           
SPECEFF:   -0.88  22.55   0.3385           
SPECEFF:   -0.88  22.65   0.3290           
SPECEFF:   -0.88  22.75   0.3200           
SPECEFF:   -0.88  22.85   0.3115           
SPECEFF:   -0.88  22.95   0.3034           
SPECEFF:   -0.88  23.05   0.2958           
SPECEFF:   -0.88  23.15   0.2886           
SPECEFF:   -0.88  23.25   0.2817           
SPECEFF:   -0.88  23.35   0.2751           
SPECEFF:   -0.88  23.45   0.2689           
SPECEFF:   -0.88  23.55   0.2629           
SPECEFF:   -0.88  23.65   0.2572           
SPECEFF:   -0.88  23.75   0.2518           
SPECEFF:   -0.88  23.85   0.2466           
SPECEFF:   -0.88  23.95   0.2416           
SPECEFF:   -0.88  24.05   0.2368           
SPECEFF:   -0.88  24.15   0.2322           
SPECEFF:   -0.88  24.25   0.2278           
SPECEFF:   -0.88  24.35   0.2236           
SPECEFF:   -0.88  24.45   0.2195           
SPECEFF:   -0.88  24.55   0.2156           
SPECEFF:   -0.88  24.65   0.2118           
SPECEFF:   -0.88  24.75   0.2082           
SPECEFF:   -0.88  24.85   0.2046           
SPECEFF:   -0.88  24.95   0.2012           
SPECEFF:   -0.83  15.05   1.0000           
SPECEFF:   -0.83  15.15   1.0000           
SPECEFF:   -0.83  15.25   1.0000           
SPECEFF:   -0.83  15.35   1.0000           
SPECEFF:   -0.83  15.45   1.0000           
SPECEFF:   -0.83  15.55   1.0000           
SPECEFF:   -0.83  15.65   1.0000           
SPECEFF:   -0.83  15.75   1.0000           
SPECEFF:   -0.83  15.85   1.0000           
SPECEFF:   -0.83  15.95   1.0000           
SPECEFF:   -0.83  16.05   1.0000           
SPECEFF:   -0.83  16.15   1.0000           
SPECEFF:   -0.83  16.25   1.0000           
SPECEFF:   -0.83  16.35   1.0000           
SPECEFF:   -0.83  16.45   1.0000           
SPECEFF:   -0.83  16.55   1.0000           
SPECEFF:   -0.83  16.65   1.0000           
SPECEFF:   -0.83  16.75   1.0000           
SPECEFF:   -0.83  16.85   1.0000           
SPECEFF:   -0.83  16.95   1.0000           
SPECEFF:   -0.83  17.05   1.0000           
SPECEFF:   -0.83  17.15   1.0000           
SPECEFF:   -0.83  17.25   1.0000           
SPECEFF:   -0.83  17.35   1.0000           
SPECEFF:   -0.83  17.45   1.0000           
SPECEFF:   -0.83  17.55   1.0000           
SPECEFF:   -0.83  17.65   1.0000           
SPECEFF:   -0.83  17.75   1.0000           
SPECEFF:   -0.83  17.85   1.0000           
SPECEFF:   -0.83  17.95   1.0000           
SPECEFF:   -0.83  18.05   1.0000           
SPECEFF:   -0.83  18.15   1.0000           
SPECEFF:   -0.83  18.25   1.0000           
SPECEFF:   -0.83  18.35   1.0000           
SPECEFF:   -0.83  18.45   1.0000           
SPECEFF:   -0.83  18.55   1.0000           
SPECEFF:   -0.83  18.65   1.0000           
SPECEFF:   -0.83  18.75   1.0000           
SPECEFF:   -0.83  18.85   1.0000           
SPECEFF:   -0.83  18.95   1.0000           
SPECEFF:   -0.83  19.05   1.0000           
SPECEFF:   -0.83  19.15   1.0000           
SPECEFF:   -0.83  19.25   1.0000           
SPECEFF:   -0.83  19.35   1.0000           
SPECEFF:   -0.83  19.45   1.0000           
SPECEFF:   -0.83  19.55   1.0000           
SPECEFF:   -0.83  19.65   1.0000           
SPECEFF:   -0.83  19.75   1.0000           
SPECEFF:   -0.83  19.85   1.0000           
SPECEFF:   -0.83  19.95   1.0000           
SPECEFF:   -0.83  20.05   1.0000           
SPECEFF:   -0.83  20.15   1.0000           
SPECEFF:   -0.83  20.25   1.0000           
SPECEFF:   -0.83  20.35   0.9959           
SPECEFF:   -0.83  20.45   0.9118           
SPECEFF:   -0.83  20.55   0.8411           
SPECEFF:   -0.83  20.65   0.7810           
SPECEFF:   -0.83  20.75   0.7291           
SPECEFF:   -0.83  20.85   0.6839           
SPECEFF:   -0.83  20.95   0.6442           
SPECEFF:   -0.83  21.05   0.6090           
SPECEFF:   -0.83  21.15   0.5775           
SPECEFF:   -0.83  21.25   0.5493           
SPECEFF:   -0.83  21.35   0.5237           
SPECEFF:   -0.83  21.45   0.5005           
SPECEFF:   -0.83  21.55   0.4794           
SPECEFF:   -0.83  21.65   0.4600           
SPECEFF:   -0.83  21.75   0.4422           
SPECEFF:   -0.83  21.85   0.4257           
SPECEFF:   -0.83  21.95   0.4105           
SPECEFF:   -0.83  22.05   0.3964           
SPECEFF:   -0.83  22.15   0.3832           
SPECEFF:   -0.83  22.25   0.3709           
SPECEFF:   -0.83  22.35   0.3594           
SPECEFF:   -0.83  22.45   0.3486           
SPECEFF:   -0.83  22.55   0.3385           
SPECEFF:   -0.83  22.65   0.3290           
SPECEFF:   -0.83  22.75   0.3200           
SPECEFF:   -0.83  22.85   0.3115           
SPECEFF:   -0.83  22.95   0.3034           
SPECEFF:   -0.83  23.05   0.2958           
SPECEFF:   -0.83  23.15   0.2886           
SPECEFF:   -0.83  23.25   0.2817           
SPECEFF:   -0.83  23.35   0.2751           
SPECEFF:   -0.83  23.45   0.2689           
SPECEFF:   -0.83  23.55   0.2629           
SPECEFF:   -0.83  23.65   0.2572           
SPECEFF:   -0.83  23.75   0.2518           
SPECEFF:   -0.83  23.85   0.2466           
SPECEFF:   -0.83  23.95   0.2416           
SPECEFF:   -0.83  24.05   0.2368           
SPECEFF:   -0.83  24.15   0.2322           
SPECEFF:   -0.83  24.25   0.2278           
SPECEFF:   -0.83  24.35   0.2236           
SPECEFF:   -0.83  24.45   0.2195           
SPECEFF:   -0.83  24.55   0.2156           
SPECEFF:   -0.83  24.65   0.2118           
SPECEFF:   -0.83  24.75   0.2082           
SPECEFF:   -0.83  24.85   0.2046           
SPECEFF:   -0.83  24.95   0.2012           
SPECEFF:   -0.78  15.05   1.0000           
SPECEFF:   -0.78  15.15   1.0000           
SPECEFF:   -0.78  15.25   1.0000           
SPECEFF:   -0.78  15.35   1.0000           
SPECEFF:   -0.78  15.45   1.0000           
SPECEFF:   -0.78  15.55   1.0000           
SPECEFF:   -0.78  15.65   1.0000           
SPECEFF:   -0.78  15.75   1.0000           
SPECEFF:   -0.78  15.85   1.0000           
SPECEFF:   -0.78  15.95   1.0000           
SPECEFF:   -0.78  16.05   1.0000           
SPECEFF:   -0.78  16.15   1.0000           
SPECEFF:   -0.78  16.25   1.0000           
SPECEFF:   -0.78  16.35   1.0000           
SPECEFF:   -0.78  16.45   1.0000           
SPECEFF:   -0.78  16.55   1.0000           
SPECEFF:   -0.78  16.65   1.0000           
SPECEFF:   -0.78  16.75   1.0000           
SPECEFF:   -0.78  16.85   1.0000           
SPECEFF:   -0.78  16.95   1.0000           
SPECEFF:   -0.78  17.05   1.0000           
SPECEFF:   -0.78  17.15   1.0000           
SPECEFF:   -0.78  17.25   1.0000           
SPECEFF:   -0.78  17.35   1.0000           
SPECEFF:   -0.78  17.45   1.0000           
SPECEFF:   -0.78  17.55   1.0000           
SPECEFF:   -0.78  17.65   1.0000           
SPECEFF:   -0.78  17.75   1.0000           
SPECEFF:   -0.78  17.85   1.0000           
SPECEFF:   -0.78  17.95   1.0000           
SPECEFF:   -0.78  18.05   1.0000           
SPECEFF:   -0.78  18.15   1.0000           
SPECEFF:   -0.78  18.25   1.0000           
SPECEFF:   -0.78  18.35   1.0000           
SPECEFF:   -0.78  18.45   1.0000           
SPECEFF:   -0.78  18.55   1.0000           
SPECEFF:   -0.78  18.65   1.0000           
SPECEFF:   -0.78  18.75   1.0000           
SPECEFF:   -0.78  18.85   1.0000           
SPECEFF:   -0.78  18.95   1.0000           
SPECEFF:   -0.78  19.05   1.0000           
SPECEFF:   -0.78  19.15   1.0000           
SPECEFF:   -0.78  19.25   1.0000           
